AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A564102,Mabel,2014-07-08 14:45:00,Transfer,Cat,Female,5.0,Domestic Shorthair,Calico,2014,7,True,True
A711429,Miles,2015-09-27 13:08:00,Adoption,Dog,Male,2.0,Labrador Retriever,Black,2015,9,True,True
A694307,,2014-12-27 12:11:00,Transfer,Dog,Female,0.0054794520547945215,Pit Bull,Brown Brindle/White,2014,12,False,True
A664158,,2013-10-02 12:06:00,Transfer,Dog,Male,0.08333333333333333,Chihuahua Shorthair,White/Black,2013,10,False,True
A695173,Meeper,2015-01-31 12:36:00,Adoption,Cat,Female,14.0,Domestic Longhair,Calico,2015,1,True,True
A690090,,2014-10-20 13:50:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Black/White,2014,10,False,True
A690905,Lydia,2014-12-17 12:07:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Torbie,2014,12,True,True
A690030,,2014-10-18 16:16:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2014,10,True,True
A714134,Allie,2015-10-19 19:00:00,Adoption,Dog,Female,1.0,Soft Coated Wheaten Terrier,White/Black,2015,10,True,True
A717828,Fitz,2016-02-06 18:12:00,Adoption,Dog,Male,0.08333333333333333,Miniature Poodle,Black/White,2016,2,True,True
A704748,,2015-06-13 12:07:00,Return_to_owner,Dog,Female,4.0,Chinese Sharpei,Brown,2015,6,False,True
A688684,,2014-09-23 09:00:00,Transfer,Cat,Male,0.4166666666666667,Domestic Shorthair,Brown Tabby,2014,9,False,True
A690765,Magnum Pi,2014-11-07 17:34:00,Euthanasia,Dog,Male,5.0,Rhod Ridgeback,Red/Black,2014,11,False,False
A674902,,2014-03-24 11:47:00,Euthanasia,Dog,Female,0.4166666666666667,Pointer,White/Brown,2014,3,False,False
A673709,,2014-02-28 18:53:00,Euthanasia,Cat,,1.0,Domestic Longhair,Brown Tabby/White,2014,2,,True
A693204,,2014-12-04 09:00:00,Transfer,Cat,Male,3.0,Siamese,Flame Point,2014,12,True,True
A714571,,2015-10-26 09:00:00,Transfer,Cat,,2.0,Domestic Longhair,Blue/White,2015,10,,True
A702741,Sojo,2015-06-03 11:19:00,Return_to_owner,Dog,Female,2.0,Labrador Retriever,Chocolate/White,2015,6,False,False
A651737,Mocho,2014-01-31 11:17:00,Return_to_owner,Dog,Female,9.0,Rottweiler,Black/Brown,2014,1,True,True
A657945,Grace,2013-10-13 16:14:00,Adoption,Dog,Female,2.0,Manchester Terrier,Black/Brown,2013,10,True,True
A708146,Mittens,2015-08-29 00:00:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black/White,2015,8,True,True
A688454,,2014-10-18 19:15:00,Adoption,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2014,10,True,True
A667943,Queenie,2013-11-29 12:38:00,Adoption,Dog,Female,0.6666666666666666,Standard Schnauzer,Black,2013,11,True,False
A702437,Blue Grit,2015-06-23 07:49:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie,2015,6,True,True
A691567,Augustus,2014-11-10 17:53:00,Adoption,Dog,Male,0.16666666666666666,Yorkshire Terrier,Brown,2014,11,True,False
A704964,,2015-06-11 14:59:00,Transfer,Cat,,0.07692307692307693,Domestic Shorthair,Calico,2015,6,,True
A697928,,2015-04-22 10:14:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2015,4,True,True
A720298,Bully,2016-02-10 17:28:00,Return_to_owner,Dog,Male,0.25,Pit Bull,White/Blue,2016,2,True,True
A665755,Fiona,2013-12-01 13:16:00,Adoption,Dog,Female,2.0,Pit Bull,Blue/White,2013,12,True,True
A685880,Daisy,2015-02-18 15:41:00,Adoption,Dog,Female,1.0,Pit Bull,Brown/White,2015,2,True,True
A698475,Gigi,2015-05-23 18:50:00,Adoption,Dog,Female,5.0,American Staffordshire Terrier,Brown/White,2015,5,True,True
A714803,Sophie,2015-10-28 17:41:00,Return_to_owner,Dog,Female,2.0,Great Pyrenees,White,2015,10,True,False
A606532,Puchis,2014-10-27 14:15:00,Return_to_owner,Dog,Male,4.0,Cairn Terrier,Cream,2014,10,True,True
A704977,Schmitz,2015-06-29 18:08:00,Adoption,Cat,Female,0.16666666666666666,Domestic Longhair,Black,2015,6,False,True
A673624,Beanie,2014-03-07 15:17:00,Adoption,Cat,Female,2.0,Domestic Shorthair,Brown Tabby/White,2014,3,True,True
A702127,Chappie,2015-07-08 17:22:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,7,True,True
A686549,,2014-08-24 16:44:00,Transfer,Cat,Male,0.010958904109589041,Domestic Shorthair,Orange Tabby,2014,8,False,True
A709977,Ginny,2015-09-26 12:21:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,9,True,True
A700113,Avery,2015-04-12 13:13:00,Transfer,Dog,Female,0.5833333333333334,Chihuahua Longhair,Tricolor,2015,4,False,True
A675096,Lexi,2014-08-24 12:14:00,Adoption,Dog,Female,2.0,Staffordshire,Blue/White,2014,8,True,False
A716796,Willow,2015-12-05 11:21:00,Adoption,Dog,Female,1.0,Dachshund,Brown Brindle/White,2015,12,True,True
A711409,,2015-09-07 14:49:00,Transfer,Cat,Female,0.8333333333333334,Domestic Shorthair,Blue/White,2015,9,False,True
A682839,Puppy,2014-07-07 18:16:00,Return_to_owner,Dog,Female,3.0,Chihuahua Shorthair,Tricolor,2014,7,True,True
A679727,Whiskey,2014-05-29 18:00:00,Return_to_owner,Dog,Male,1.0,German Shepherd,Sable,2014,5,True,True
A683536,,2014-07-11 17:51:00,Transfer,Cat,Female,0.00821917808219178,Domestic Shorthair,Brown Tabby,2014,7,False,True
A694884,Jessie,2015-02-03 12:59:00,Adoption,Dog,Female,1.0,Australian Cattle Dog,White/Brown,2015,2,True,True
A716274,Sarah,2015-11-21 11:43:00,Adoption,Dog,Female,1.0,Boxer,Tricolor,2015,11,True,True
A681805,,2014-07-29 14:04:00,Adoption,Dog,Male,0.8333333333333334,Jack Russell Terrier,Red/White,2014,7,True,False
A701608,,2015-05-03 09:00:00,Transfer,Cat,,1.0,Domestic Shorthair,Blue/White,2015,5,,True
A679234,Coronel,2014-05-26 14:02:00,Return_to_owner,Dog,Male,2.0,German Shepherd,Black,2014,5,False,True
A693600,Charlee,2014-12-15 17:28:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Black/Tricolor,2014,12,True,True
A707978,Jenna,2015-10-08 13:53:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Blue Tabby,2015,10,True,True
A707669,Felix,2015-07-20 17:44:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2015,7,False,True
A720690,Joey,2016-02-18 12:03:00,Adoption,Dog,Male,0.4166666666666667,Dachshund,Tricolor,2016,2,True,True
A650619,Tate,2015-12-14 19:06:00,Adoption,Dog,Male,8.0,German Shepherd,Tricolor,2015,12,True,False
A709474,Jenny,2015-08-09 18:14:00,Transfer,Dog,Female,0.08333333333333333,Beagle,Tricolor,2015,8,False,False
A702599,Sawyer,2015-05-29 18:23:00,Adoption,Dog,Male,0.25,Labrador Retriever,Yellow/White,2015,5,True,True
A709131,Harley,2015-09-18 15:12:00,Transfer,Dog,Male,2.0,Harrier,Red/White,2015,9,True,True
A686138,Chuco,2014-08-22 11:07:00,Adoption,Dog,Male,0.8333333333333334,Chihuahua Shorthair,Brown/Tricolor,2014,8,True,False
A707639,,2015-07-24 13:59:00,Adoption,Cat,Male,1.0,Domestic Shorthair,Cream Tabby,2015,7,True,True
A682819,Cedrick,2014-07-08 18:26:00,Transfer,Dog,Male,2.0,Cocker Spaniel,Gold/White,2014,7,True,False
A671569,Holly,2014-01-27 16:28:00,Return_to_owner,Dog,Female,4.0,Weimaraner,Chocolate/Red,2014,1,True,False
A704379,Alex,2015-06-08 17:05:00,Adoption,Dog,Male,0.8333333333333334,Tibetan Terrier,Black/White,2015,6,True,False
A688741,Kanga,2014-10-05 15:10:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Torbie,2014,10,False,True
A681261,,2014-06-15 19:12:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Black/White,2014,6,False,True
A707629,Zeus,2015-07-24 18:01:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black/White,2015,7,True,True
A687096,Belle,2014-09-05 18:16:00,Adoption,Dog,Female,0.25,Labrador Retriever,Red,2014,9,True,True
A677233,Peanut,2014-04-23 16:57:00,Return_to_owner,Dog,Male,2.0,Chihuahua Longhair,Brown,2014,4,True,True
A710603,Roxy,2015-08-29 16:40:00,Adoption,Dog,Female,1.0,Whippet,Brown Brindle/White,2015,8,True,False
A686254,Ed,2014-08-25 18:43:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Orange Tabby,2014,8,True,True
A685511,,2014-08-11 15:04:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,8,False,True
A666319,,2013-11-09 18:44:00,Euthanasia,Cat,Female,8.0,Persian,Flame Point,2013,11,True,True
A694719,Ringo,2015-01-06 12:57:00,Return_to_owner,Dog,Male,16.0,Australian Cattle Dog,Brown/White,2015,1,True,True
A680780,Mei Mei,2014-09-03 17:55:00,Euthanasia,Dog,Female,2.0,Pit Bull,Black,2014,9,True,True
A702484,Little Bear,2015-06-25 17:15:00,Adoption,Cat,Female,8.0,Siamese,Lynx Point,2015,6,True,True
A694521,,2015-01-07 18:04:00,Adoption,Dog,Female,3.0,Chihuahua Shorthair,Brown/White,2015,1,True,False
A669725,Kid,2014-01-07 17:28:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,White/Tan,2014,1,True,False
A686535,,2014-08-24 09:00:00,Transfer,Cat,Male,0.6666666666666666,Domestic Shorthair,Black,2014,8,False,True
A685610,Roxy,2014-08-14 12:15:00,Transfer,Dog,Female,1.0,Pit Bull,White/Brown Brindle,2014,8,True,True
A691734,Beebee,2014-12-20 14:27:00,Adoption,Cat,Female,5.0,Domestic Shorthair,Blue Tabby,2014,12,True,True
A714278,Isabella,2015-12-15 11:55:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Black,2015,12,True,True
A695622,,2015-01-20 09:00:00,Transfer,Cat,,1.0,Domestic Shorthair,Brown Tabby,2015,1,,True
A685068,Leia,2014-08-14 18:46:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Blue Tabby/White,2014,8,False,True
A643733,Peter,2015-02-17 16:24:00,Return_to_owner,Dog,Male,7.0,Chihuahua Shorthair,Black/Tan,2015,2,True,True
A700051,,2015-04-09 14:17:00,Transfer,Cat,,0.00821917808219178,Domestic Shorthair,Brown Tabby,2015,4,,True
A692542,Harvey,2014-12-11 14:06:00,Transfer,Dog,Male,2.0,Labrador Retriever,Black,2014,12,True,True
A620318,Chico,2014-04-28 17:41:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Black/White,2014,4,True,True
A617558,Chiquito,2014-12-13 18:32:00,Return_to_owner,Dog,Male,3.0,Dachshund,Black,2014,12,True,True
A672614,Cookie,2014-02-17 17:02:00,Adoption,Dog,Female,0.8333333333333334,Chihuahua Shorthair,Tan,2014,2,True,True
A691849,Ollie,2014-11-14 12:22:00,Adoption,Dog,Female,7.0,Beagle,Tricolor,2014,11,True,True
A680069,Peach,2014-06-09 12:53:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2014,6,False,True
A427808,Trixie,2014-07-16 12:30:00,Return_to_owner,Dog,Female,13.0,Golden Retriever,Yellow,2014,7,True,False
A690927,,2014-10-28 11:30:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2014,10,False,True
A661260,Dino Dan,2014-01-20 15:28:00,Adoption,Dog,Male,5.0,Pit Bull,Brown/White,2014,1,True,True
A692355,,2014-11-25 18:40:00,Transfer,Cat,Female,0.6666666666666666,Domestic Shorthair,Torbie,2014,11,False,True
A665794,Jodie,2013-11-23 19:14:00,Adoption,Dog,Female,7.0,Pit Bull,Brown/White,2013,11,True,False
A693288,,2014-12-09 18:36:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2014,12,True,True
A682298,,2014-06-30 10:47:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Black/White,2014,6,False,True
A719440,Baracus,2016-02-02 17:54:00,Return_to_owner,Dog,Male,3.0,Dachshund,Black/Brown,2016,2,True,True
A719661,Minina,2016-01-26 13:18:00,Euthanasia,Cat,Female,0.5,Domestic Medium Hair,Blue,2016,1,False,True
A664350,Elvis,2013-10-03 16:19:00,Return_to_owner,Dog,Male,3.0,Welsh Terrier,Tan/Brown,2013,10,True,True
A689916,Logan,2014-10-15 17:17:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2014,10,True,True
A701296,,2015-04-27 13:36:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Brown Tabby,2015,4,False,True
A720804,Zoey,2016-02-16 16:10:00,Return_to_owner,Dog,Female,4.0,Siberian Husky,Black/Brown,2016,2,True,True
A645075,Bear,2014-11-25 10:40:00,Euthanasia,Dog,Male,6.0,Labrador Retriever,Chocolate,2014,11,False,True
A666429,Pandora,2013-11-12 11:20:00,Return_to_owner,Dog,Female,7.0,Rhod Ridgeback,Fawn,2013,11,True,True
A677234,Bruno,2014-04-23 16:57:00,Return_to_owner,Dog,Male,3.0,Great Pyrenees,Red/White,2014,4,True,False
A714527,Abby,2015-10-25 11:27:00,Return_to_owner,Dog,Female,8.0,Bloodhound,Brown,2015,10,True,False
A669785,,2013-12-31 13:26:00,Euthanasia,Cat,Male,2.0,Domestic Shorthair,Brown Tabby,2013,12,False,True
A719418,Chapeau,2016-01-29 13:25:00,Transfer,Cat,Female,0.5,Domestic Shorthair,White/Blue,2016,1,True,True
A681795,,2014-06-24 11:38:00,Transfer,Dog,Female,0.25,Miniature Poodle,Apricot,2014,6,False,True
A704365,Hannah Blue,2015-07-08 17:25:00,Adoption,Cat,Female,0.25,Domestic Shorthair,White/Blue Tabby,2015,7,True,True
A707683,Sneezy,2015-08-24 19:32:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2015,8,True,True
A694781,Savannah,2015-01-05 18:26:00,Return_to_owner,Dog,Female,0.16666666666666666,Yorkshire Terrier,White/Buff,2015,1,True,False
A692395,Murdock,2014-11-19 17:42:00,Return_to_owner,Dog,Male,2.0,Basset Hound,Brown/White,2014,11,True,True
A671186,Cooper,2014-01-24 14:28:00,Transfer,Dog,Male,1.0,Dachshund,Black/White,2014,1,True,True
A650144,Winston,2014-01-09 19:03:00,Return_to_owner,Dog,Male,4.0,Labrador Retriever,Yellow/White,2014,1,True,True
A705782,Gorobei,2015-06-23 19:15:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,White/Brown Tabby,2015,6,False,True
A696559,Kiara,2015-04-10 18:32:00,Adoption,Dog,Female,0.25,Border Terrier,White/Brown,2015,4,True,False
A672175,,2015-11-12 16:00:00,Return_to_owner,Dog,Female,1.0,German Shepherd,Black/White,2015,11,True,False
A676922,Charlie,2014-04-19 18:13:00,Adoption,Dog,Male,0.4166666666666667,Border Terrier,Brown,2014,4,True,False
A694660,Mojo,2015-01-01 17:47:00,Return_to_owner,Dog,Male,5.0,Labrador Retriever,Black/White,2015,1,True,False
A707708,Harrah,2015-07-19 16:55:00,Return_to_owner,Dog,Female,2.0,Mastiff,Tan/Black,2015,7,True,True
A667873,Gee,2014-06-21 14:38:00,Return_to_owner,Dog,Male,1.0,Chihuahua Shorthair,Tan/White,2014,6,True,True
A705112,Nina,2015-06-25 11:26:00,Return_to_owner,Dog,Female,3.0,Basset Hound,White/Black,2015,6,False,True
A710141,Nadia,2015-08-25 11:55:00,Transfer,Dog,Female,4.0,Tibetan Terrier,Tricolor,2015,8,True,False
A680414,Twix,2014-07-08 11:16:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue Tabby/White,2014,7,True,True
A665151,,2013-10-14 15:04:00,Transfer,Dog,Female,0.07692307692307693,Chihuahua Shorthair,Gold,2013,10,False,True
A685171,,2014-08-07 17:11:00,Transfer,Dog,Male,1.0,Pug,Brown Brindle/White,2014,8,False,True
A712770,,2015-09-28 14:54:00,Euthanasia,Cat,Male,5.0,Domestic Longhair,Black/White,2015,9,True,True
A494170,Super,2015-10-06 11:13:00,Return_to_owner,Dog,Male,8.0,German Shepherd,Sable,2015,10,True,True
A706211,Mandarin,2015-10-02 17:12:00,Adoption,Cat,Male,0.4166666666666667,Domestic Shorthair,Orange Tabby,2015,10,True,True
A695188,Spot,2016-01-02 16:41:00,Adoption,Dog,Male,1.0,Australian Cattle Dog,Black/White,2016,1,True,False
A699197,Honey,2016-01-18 19:37:00,Adoption,Dog,Female,10.0,Labrador Retriever,Tan/White,2016,1,True,True
A709648,,2015-08-12 09:00:00,Transfer,Cat,Female,0.8333333333333334,Domestic Shorthair,Tortie,2015,8,False,True
A615846,Vela,2014-03-21 17:04:00,Return_to_owner,Cat,Female,4.0,Siamese,Flame Point,2014,3,True,True
A710195,,2015-08-20 09:00:00,Transfer,Cat,Male,0.25,Domestic Shorthair,Black,2015,8,False,True
A706529,,2015-06-30 09:41:00,Euthanasia,Cat,Male,4.0,Domestic Shorthair,Orange Tabby,2015,6,True,True
A688028,Maximus,2015-01-09 15:03:00,Euthanasia,Dog,Male,2.0,American Staffordshire Terrier,Tan/White,2015,1,True,True
A699943,Starla,2015-04-09 18:48:00,Adoption,Dog,Female,1.0,Miniature Pinscher,Black/White,2015,4,True,True
A718423,Brandi,2016-01-02 14:18:00,Transfer,Dog,Female,0.4166666666666667,Doberman Pinsch,Black/Tan,2016,1,False,True
A681413,Abigail,2014-07-02 16:24:00,Adoption,Dog,Female,2.0,Labrador Retriever,Black/White,2014,7,True,True
A719998,Bernie,2016-02-05 10:52:00,Died,Cat,Male,3.0,Domestic Shorthair,Orange Tabby/White,2016,2,True,True
A696278,,2015-02-14 09:44:00,Euthanasia,Dog,Male,2.0,American Bulldog,Tan/White,2015,2,False,True
A666976,,2014-01-02 13:21:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Orange Tabby,2014,1,True,True
A709233,,2015-08-07 09:00:00,Transfer,Cat,,1.0,Domestic Shorthair,White/Black,2015,8,,True
A675226,Caleb,2014-07-06 15:20:00,Adoption,Dog,Male,1.0,Labrador Retriever,Buff,2014,7,True,True
A678301,,2014-05-07 12:43:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Orange Tabby/White,2014,5,False,True
A649442,Christie,2014-07-06 13:26:00,Return_to_owner,Dog,Female,6.0,Pomeranian,Red,2014,7,True,True
A719138,Charlie,2016-01-17 19:04:00,Adoption,Dog,Male,3.0,Miniature Schnauzer,Cream/Brown,2016,1,True,True
A681460,Dixie,2014-06-26 11:10:00,Return_to_owner,Dog,Female,10.0,Boxer,Brown/White,2014,6,True,False
A710727,Zoey,2015-10-28 14:33:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Torbie,2015,10,True,True
A662822,Kera,2013-11-06 08:31:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie,2013,11,True,True
A657188,Tommy,2014-01-26 16:24:00,Adoption,Cat,Male,14.0,Domestic Shorthair,Brown Tabby/White,2014,1,True,True
A705683,,2015-06-24 16:44:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2015,6,True,True
A719465,Hazel,2016-01-25 17:11:00,Adoption,Dog,Female,0.4166666666666667,Pug,Cream/Black,2016,1,True,True
A664770,Frosty,2013-10-13 19:06:00,Adoption,Dog,Female,0.25,Australian Cattle Dog,Blue Merle/Cream,2013,10,True,True
A700589,,2015-04-16 15:07:00,Transfer,Cat,,0.0027397260273972607,Domestic Shorthair,Orange Tabby,2015,4,,True
A706463,,2015-06-29 13:51:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Brown Tabby/White,2015,6,,True
A717055,Sammy,2015-12-02 18:37:00,Return_to_owner,Dog,Male,3.0,Labrador Retriever,Yellow,2015,12,True,True
A711835,Josef,2015-09-17 09:29:00,Transfer,Dog,Male,0.08333333333333333,German Shepherd,Black/Brown,2015,9,False,True
A718844,Julie,2016-01-12 16:46:00,Adoption,Dog,Female,6.0,Pug,Red/White,2016,1,True,True
A691114,Harley,2014-11-23 17:42:00,Adoption,Dog,Male,0.5,Landseer,Black/White,2014,11,True,True
A679212,,2014-05-19 16:56:00,Euthanasia,Cat,Female,0.038461538461538464,Domestic Shorthair,Tortie,2014,5,False,True
A672181,Andy,2014-02-06 17:54:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Black,2014,2,True,True
A709904,Lucky,2015-08-18 17:07:00,Return_to_owner,Dog,Male,6.0,Carolina Dog,Red/White,2015,8,False,True
A679862,Whiskers,2014-06-19 14:34:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Blue,2014,6,True,True
A671667,Gracie,2014-02-08 11:15:00,Return_to_owner,Dog,Female,8.0,Weimaraner,Tan/White,2014,2,True,False
A711245,,2015-09-05 09:00:00,Transfer,Cat,Male,0.4166666666666667,Domestic Shorthair,Orange Tabby,2015,9,False,True
A693241,Chiquita,2014-12-07 17:22:00,Return_to_owner,Dog,Female,0.5833333333333334,Chihuahua Shorthair,Cream,2014,12,True,True
A694594,Gracie,2015-01-04 18:31:00,Adoption,Dog,Female,0.75,Labrador Retriever,Black/White,2015,1,True,False
A716526,Elvira,2015-12-10 14:23:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2015,12,True,True
A703487,Karhu,2015-06-09 10:33:00,Return_to_owner,Dog,Male,3.0,Labrador Retriever,Black,2015,6,True,True
A690443,Cassie,2014-11-25 14:10:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Calico,2014,11,True,False
A683406,Sammy,2014-10-12 16:45:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Brown Tabby/White,2014,10,True,True
A674418,Shrekann,2014-03-23 18:43:00,Return_to_owner,Dog,Male,1.0,Pit Bull,Brown Brindle/White,2014,3,True,True
A671380,,2014-01-23 19:05:00,Euthanasia,Dog,Male,10.0,Cocker Spaniel,White/Black,2014,1,True,True
A714824,Champ,2015-11-27 18:07:00,Adoption,Dog,Male,3.0,German Shepherd,Black/White,2015,11,True,True
A708193,,2015-07-28 17:30:00,Adoption,Dog,Male,1.0,Siberian Husky,White,2015,7,True,True
A690060,Bobo,2014-10-24 18:27:00,Adoption,Dog,Male,0.75,Pit Bull,Blue/White,2014,10,True,True
A671516,Vader,2014-02-05 11:28:00,Return_to_owner,Dog,Male,5.0,Labrador Retriever,Black,2014,2,True,False
A697407,Roxie,2015-02-27 17:19:00,Adoption,Dog,Female,0.08333333333333333,Plott Hound,Brown Brindle/White,2015,2,True,True
A569032,Sport,2015-05-29 11:33:00,Return_to_owner,Dog,Male,5.0,Chihuahua Shorthair,Buff,2015,5,True,True
A679766,Little Girl,2014-05-27 11:19:00,Return_to_owner,Dog,Female,1.0,Anatol Shepherd,Tan/Black,2014,5,False,False
A697617,Walter,2015-08-24 14:43:00,Adoption,Dog,Male,0.8333333333333334,Chihuahua Shorthair,Black/White,2015,8,True,True
A684529,Sansa,2014-07-29 18:51:00,Adoption,Dog,Female,0.5833333333333334,Chow Chow,Tan/Gray,2014,7,True,False
A709466,Jenny,2015-08-13 18:45:00,Return_to_owner,Dog,Female,2.0,Miniature Poodle,Black,2015,8,True,True
A718739,Carlisle,2016-01-12 00:00:00,Transfer,Dog,Male,2.0,Dachshund Wirehair,Buff,2016,1,True,False
A695247,Little Ricky,2015-01-14 17:42:00,Return_to_owner,Dog,Male,3.0,Chihuahua Shorthair,Tan,2015,1,True,True
A720176,,2016-02-08 19:22:00,Transfer,Cat,Male,4.0,Domestic Shorthair,Brown Tabby/White,2016,2,False,True
A671787,,2014-03-13 12:22:00,Return_to_owner,Dog,Female,1.0,Chihuahua Shorthair,Black/Tan,2014,3,True,False
A688404,Emmy,2014-09-27 17:03:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Black/White,2014,9,False,True
A621341,Chulo,2015-09-16 17:18:00,Return_to_owner,Dog,Male,7.0,Chihuahua Shorthair,Brown/White,2015,9,True,True
A700143,Sunny,2015-04-20 14:08:00,Transfer,Dog,Female,2.0,Anatol Shepherd,White/Red,2015,4,True,True
A676809,,2014-04-18 08:56:00,Transfer,Dog,Female,3.0,Shih Tzu,Gray/White,2014,4,False,True
A705993,,2015-06-23 14:16:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,White/Black,2015,6,,True
